City,toStation,Area,Age,Price
ChuoKU,0,40,5,4800
ChuoKU,6,40,4,4800
ChuoKU,4,40,2,4800
ChuoKU,1,40,14,4700
ChuoKU,1,40,15,4600
ChuoKU,3,40,9,4600
ChuoKU,6,40,5,4600
ChuoKU,1,40,14,4500
ChuoKU,3,40,8,4500
ChuoKU,2,40,36,4400
ChuoKU,4,40,9,4400
ChuoKU,5,40,9,4400
ChuoKU,5,40,17,4300
ChuoKU,1,40,16,4300
ChuoKU,4,40,15,4300
ChuoKU,3,40,14,4300
ChuoKU,2,40,13,4300
ChuoKU,4,40,11,4300
ChuoKU,12,40,11,4300
ChuoKU,0,40,9,4300
ChuoKU,4,40,8,4300
ChuoKU,2,40,5,4300
ChuoKU,5,40,5,4300
ChuoKU,13,40,4,4300
ChuoKU,2,40,16,4200
ChuoKU,4,40,15,4200
ChuoKU,1,40,14,4200
ChuoKU,2,40,14,4200
ChuoKU,2,40,13,4200
ChuoKU,4,40,12,4200
ChuoKU,4,40,12,4200
ChuoKU,4,40,9,4200
ChuoKU,2,40,8,4200
ChuoKU,4,40,7,4200
ChuoKU,5,40,6,4200
ChuoKU,5,40,5,4200
ChuoKU,3,40,17,4100
ChuoKU,1,40,15,4100
ChuoKU,1,40,15,4100
ChuoKU,3,40,9,4100
ChuoKU,3,40,8,4100
ChuoKU,3,40,7,4100
ChuoKU,3,40,17,4000
ChuoKU,0,40,15,4000
ChuoKU,9,40,15,4000
ChuoKU,3,40,9,4000
ChuoKU,2,40,7,4000
ChuoKU,4,40,7,4000
ChuoKU,7,40,15,3900
ChuoKU,5,40,12,3900
ChuoKU,2,40,8,3900
ChuoKU,5,40,8,3900
ChuoKU,1,40,49,3800
ChuoKU,2,40,17,3800
ChuoKU,5,40,17,3800
ChuoKU,3,40,16,3800
ChuoKU,1,40,12,3800
ChuoKU,4,40,8,3800
ChuoKU,4,40,8,3800
ChuoKU,8,40,8,3800
ChuoKU,3,40,7,3800
ChuoKU,11,40,7,3800
NerimaKU,4,40,13,3800
ChuoKU,5,40,20,3700
ChuoKU,3,40,16,3700
ChuoKU,5,40,13,3700
ChuoKU,3,40,10,3700
ChuoKU,5,40,10,3700
ChuoKU,2,40,17,3600
ChuoKU,2,40,15,3600
ChuoKU,2,40,15,3600
ChuoKU,4,40,15,3600
ChuoKU,4,40,15,3600
ChuoKU,8,40,8,3600
ChuoKU,4,40,18,3500
ChuoKU,1,40,16,3500
ChuoKU,6,40,12,3500
ChuoKU,2,40,8,3500
ChuoKU,5,40,7,3500
ChuoKU,1,40,49,3400
ChuoKU,3,40,48,3400
ChuoKU,5,40,40,3400
ChuoKU,4,40,39,3400
ChuoKU,9,40,22,3400
ChuoKU,2,40,19,3400
ChuoKU,4,40,23,3400
NerimaKU,0,40,24,3400
ChuoKU,3,40,38,3300
ChuoKU,5,40,35,3300
ChuoKU,5,40,20,3300
ChuoKU,4,40,40,3200
ChuoKU,4,40,39,3200
ChuoKU,4,40,22,3200
ChuoKU,6,40,18,3200
ChuoKU,0,40,15,3200
ChuoKU,4,40,15,3200
ChuoKU,9,40,15,3200
ChuoKU,1,40,14,3200
ChuoKU,2,40,16,3100
ChuoKU,0,40,15,3100
ChuoKU,3,40,15,3100
ChuoKU,6,40,22,3000
ChuoKU,8,40,8,3000
ChuoKU,5,40,23,3000
NerimaKU,6,40,27,3000
ChuoKU,2,40,49,2800
Hachioji,5,40,2,2800
ChuoKU,4,40,38,2700
NerimaKU,6,40,10,2700
ChuoKU,6,40,25,2600
ChuoKU,4,40,40,2500
ChuoKU,4,40,40,2500
NerimaKU,2,40,17,2400
NerimaKU,5,40,15,2400
NerimaKU,10,40,44,2300
ChuoKU,1,40,49,2200
ChuoKU,4,40,38,2200
NerimaKU,8,40,34,2200
NerimaKU,9,40,32,2200
NerimaKU,12,40,12,2200
NerimaKU,6,40,27,2200
ChuoKU,4,40,49,2100
NerimaKU,6,40,35,2100
NerimaKU,10,40,17,2100
NerimaKU,9,40,27,2100
ChuoKU,8,40,42,2000
Hachioji,1,40,17,2000
ChuoKU,2,40,32,1800
NerimaKU,9,40,45,1800
NerimaKU,5,40,32,1800
ChuoKU,2,40,38,1700
NerimaKU,5,40,35,1700
NerimaKU,7,40,35,1600
Hachioji,9,40,31,1500
NerimaKU,10,40,44,1300
Hachioji,3,40,2,1000
Hachioji,3,40,41,610
Hachioji,11,40,29,550
ChuoKU,2,35,5,8400
ChuoKU,2,35,5,7300
ChuoKU,4,35,10,4700
ChuoKU,1,35,18,4600
ChuoKU,4,35,18,4600
ChuoKU,4,35,10,4600
ChuoKU,1,35,3,4500
ChuoKU,6,35,4,4400
ChuoKU,4,35,10,4300
ChuoKU,1,35,21,4200
ChuoKU,1,35,16,4200
ChuoKU,2,35,16,4200
ChuoKU,2,35,15,4200
ChuoKU,12,35,11,4200
ChuoKU,4,35,10,4200
ChuoKU,2,35,6,4200
ChuoKU,8,35,3,4200
ChuoKU,3,35,13,4100
ChuoKU,4,35,11,4100
ChuoKU,4,35,10,4100
ChuoKU,3,35,7,4100
ChuoKU,4,35,18,4000
ChuoKU,4,35,12,4000
ChuoKU,4,35,9,4000
ChuoKU,8,35,8,4000
ChuoKU,9,35,22,3900
ChuoKU,3,35,17,3900
ChuoKU,2,35,14,3900
ChuoKU,3,35,10,3900
ChuoKU,4,35,9,3900
ChuoKU,4,35,9,3900
ChuoKU,4,35,9,3900
ChuoKU,1,35,20,3800
ChuoKU,3,35,19,3800
ChuoKU,1,35,18,3800
ChuoKU,1,35,16,3800
ChuoKU,8,35,8,3800
ChuoKU,1,35,15,3700
ChuoKU,2,35,13,3700
ChuoKU,3,35,16,3600
ChuoKU,3,35,14,3600
ChuoKU,3,35,8,3600
ChuoKU,3,35,18,3500
ChuoKU,0,35,15,3500
ChuoKU,12,35,11,3500
ChuoKU,13,35,11,3500
ChuoKU,2,35,8,3500
ChuoKU,1,35,49,3400
ChuoKU,0,35,16,3400
ChuoKU,0,35,15,3400
NerimaKU,2,35,10,3400
ChuoKU,12,35,11,3300
ChuoKU,4,35,10,3300
ChuoKU,3,35,17,3200
ChuoKU,7,35,15,3200
ChuoKU,4,35,20,3100
ChuoKU,4,35,18,3100
ChuoKU,7,35,29,3100
ChuoKU,7,35,29,3100
ChuoKU,5,35,39,3000
ChuoKU,4,35,20,3000
ChuoKU,0,35,16,3000
NerimaKU,3,35,13,3000
ChuoKU,4,35,41,2900
ChuoKU,6,35,8,2900
ChuoKU,1,35,49,2800
NerimaKU,3,35,9,2800
ChuoKU,1,35,49,2600
ChuoKU,3,35,48,2600
ChuoKU,10,35,47,2600
ChuoKU,6,35,21,2600
ChuoKU,3,35,48,2500
ChuoKU,8,35,42,2500
NerimaKU,5,35,15,2500
ChuoKU,4,35,40,2400
ChuoKU,11,35,11,2400
NerimaKU,11,35,29,2400
Hachioji,5,35,14,2300
NerimaKU,7,35,48,2300
NerimaKU,14,35,13,2300
NerimaKU,6,35,27,2200
ChuoKU,2,35,32,2100
Hachioji,5,35,14,2100
Hachioji,5,35,14,2100
NerimaKU,7,35,44,2100
NerimaKU,5,35,14,2100
ChuoKU,3,35,41,2000
NerimaKU,3,35,46,2000
NerimaKU,12,35,46,2000
NerimaKU,9,35,34,2000
NerimaKU,1,35,35,1900
ChuoKU,10,35,47,1800
NerimaKU,8,35,35,1800
ChuoKU,3,35,48,1700
ChuoKU,3,35,48,1600
NerimaKU,8,35,49,1400
NerimaKU,7,35,44,1300
NerimaKU,12,35,46,1200
NerimaKU,11,35,36,1200
NerimaKU,4,35,45,1000
NerimaKU,8,35,35,1000
NerimaKU,4,35,32,1000
NerimaKU,9,35,45,880
NerimaKU,10,35,44,850
Hachioji,4,35,50,730
NerimaKU,4,35,50,700
Hachioji,4,35,50,650
Hachioji,3,35,24,640
Hachioji,5,35,50,620
Hachioji,8,35,47,300
ChuoKU,9,30,5,4700
ChuoKU,4,30,16,3900
ChuoKU,3,30,17,3800
ChuoKU,3,30,16,3800
ChuoKU,1,30,24,3800
NerimaKU,6,30,19,3700
ChuoKU,2,30,17,3600
ChuoKU,2,30,16,3500
ChuoKU,4,30,16,3500
ChuoKU,5,30,20,3400
ChuoKU,5,30,16,3400
ChuoKU,1,30,17,3300
ChuoKU,5,30,17,3300
ChuoKU,3,30,10,3300
ChuoKU,7,30,8,3300
ChuoKU,3,30,15,3200
NerimaKU,5,30,14,3200
ChuoKU,1,30,20,3100
ChuoKU,5,30,16,3100
ChuoKU,1,30,15,3100
NerimaKU,2,30,10,3000
ChuoKU,0,30,16,2900
ChuoKU,7,30,8,2900
NerimaKU,5,30,11,2900
ChuoKU,5,30,39,2800
NerimaKU,2,30,10,2800
NerimaKU,4,30,10,2800
NerimaKU,11,30,6,2800
ChuoKU,4,30,20,2700
ChuoKU,4,30,17,2700
ChuoKU,5,30,17,2700
ChuoKU,5,30,16,2700
NerimaKU,5,30,16,2700
NerimaKU,9,30,12,2700
NerimaKU,6,30,11,2700
ChuoKU,4,30,38,2600
ChuoKU,5,30,17,2600
ChuoKU,5,30,39,2500
ChuoKU,4,30,38,2500
NerimaKU,2,30,10,2500
ChuoKU,2,30,49,2400
ChuoKU,0,30,46,2400
ChuoKU,5,30,39,2400
NerimaKU,5,30,14,2400
ChuoKU,3,30,31,2300
NerimaKU,4,30,18,2300
ChuoKU,5,30,17,2200
NerimaKU,11,30,13,2200
NerimaKU,11,30,13,2200
NerimaKU,6,30,23,2200
NerimaKU,5,30,14,2100
NerimaKU,11,30,13,2100
ChuoKU,3,30,48,2000
ChuoKU,4,30,38,2000
NerimaKU,10,30,29,1900
ChuoKU,0,30,46,1800
ChuoKU,4,30,38,1800
Hachioji,8,30,13,1800
NerimaKU,11,30,13,1800
NerimaKU,4,30,50,1700
NerimaKU,2,30,16,1700
NerimaKU,10,30,13,1700
NerimaKU,5,30,36,1600
NerimaKU,3,30,29,1600
ChuoKU,10,30,47,1500
Hachioji,8,30,13,1500
ChuoKU,7,30,31,1400
NerimaKU,8,30,34,1400
NerimaKU,10,30,47,1300
Hachioji,14,30,15,1200
NerimaKU,6,30,47,1200
NerimaKU,10,30,13,1200
NerimaKU,9,30,29,950
ChuoKU,5,30,36,600
Hachioji,18,30,27,470
Hachioji,20,30,27,430
ChuoKU,3,25,16,4000
ChuoKU,3,25,4,4000
ChuoKU,3,25,17,3800
ChuoKU,3,25,4,3800
ChuoKU,4,25,4,3800
ChuoKU,1,25,18,3700
ChuoKU,0,25,5,3700
ChuoKU,2,25,16,3500
ChuoKU,2,25,15,3500
ChuoKU,4,25,8,3400
ChuoKU,2,25,2,3400
ChuoKU,1,25,18,3300
ChuoKU,1,25,16,3300
ChuoKU,3,25,8,3300
ChuoKU,3,25,9,3200
ChuoKU,5,25,9,3200
ChuoKU,5,25,7,3100
ChuoKU,3,25,20,3000
ChuoKU,1,25,18,3000
ChuoKU,1,25,18,3000
ChuoKU,0,25,16,3000
ChuoKU,0,25,16,3000
ChuoKU,3,25,16,3000
ChuoKU,4,25,16,3000
ChuoKU,6,25,16,3000
ChuoKU,4,25,10,3000
NerimaKU,5,25,1,3000
NerimaKU,5,25,1,3000
ChuoKU,4,25,17,2900
ChuoKU,6,25,16,2900
ChuoKU,4,25,10,2900
ChuoKU,1,25,9,2900
ChuoKU,1,25,9,2900
ChuoKU,4,25,9,2900
ChuoKU,3,25,8,2900
ChuoKU,4,25,8,2900
ChuoKU,2,25,7,2900
ChuoKU,3,25,7,2900
NerimaKU,4,25,2,2900
NerimaKU,4,25,2,2900
NerimaKU,4,25,2,2900
NerimaKU,8,25,2,2900
NerimaKU,5,25,1,2900
NerimaKU,8,25,1,2900
ChuoKU,1,25,34,2800
ChuoKU,0,25,16,2800
ChuoKU,2,25,10,2800
ChuoKU,4,25,10,2800
ChuoKU,1,25,9,2800
ChuoKU,3,25,9,2800
ChuoKU,6,25,8,2800
ChuoKU,6,25,8,2800
ChuoKU,6,25,8,2800
NerimaKU,5,25,21,2800
NerimaKU,4,25,13,2800
NerimaKU,8,25,4,2800
NerimaKU,4,25,3,2800
NerimaKU,4,25,2,2800
NerimaKU,4,25,2,2800
NerimaKU,4,25,2,2800
NerimaKU,8,25,2,2800
NerimaKU,9,25,2,2800
NerimaKU,9,25,2,2800
NerimaKU,9,25,2,2800
NerimaKU,6,25,1,2800
NerimaKU,6,25,1,2800
ChuoKU,3,25,22,2700
ChuoKU,4,25,18,2700
ChuoKU,0,25,16,2700
ChuoKU,2,25,16,2700
ChuoKU,3,25,16,2700
ChuoKU,1,25,15,2700
ChuoKU,4,25,8,2700
ChuoKU,3,25,7,2700
NerimaKU,5,25,3,2700
NerimaKU,7,25,3,2700
NerimaKU,7,25,3,2700
NerimaKU,7,25,3,2700
NerimaKU,7,25,3,2700
NerimaKU,7,25,3,2700
NerimaKU,8,25,3,2700
NerimaKU,8,25,3,2700
NerimaKU,8,25,3,2700
NerimaKU,8,25,3,2700
NerimaKU,8,25,3,2700
NerimaKU,8,25,3,2700
ChuoKU,3,25,22,2600
ChuoKU,4,25,21,2600
ChuoKU,2,25,18,2600
ChuoKU,2,25,18,2600
ChuoKU,3,25,18,2600
ChuoKU,6,25,8,2600
ChuoKU,7,25,8,2600
NerimaKU,9,25,12,2600
NerimaKU,6,25,5,2600
NerimaKU,6,25,5,2600
NerimaKU,10,25,5,2600
NerimaKU,4,25,3,2600
NerimaKU,4,25,3,2600
NerimaKU,5,25,3,2600
NerimaKU,5,25,3,2600
NerimaKU,8,25,3,2600
NerimaKU,8,25,3,2600
NerimaKU,10,25,2,2600
ChuoKU,3,25,22,2500
ChuoKU,3,25,22,2500
ChuoKU,4,25,21,2500
ChuoKU,4,25,19,2500
ChuoKU,1,25,18,2500
ChuoKU,4,25,18,2500
ChuoKU,0,25,15,2500
ChuoKU,1,25,9,2500
ChuoKU,7,25,8,2500
NerimaKU,9,25,12,2500
NerimaKU,4,25,7,2500
NerimaKU,6,25,5,2500
NerimaKU,10,25,5,2500
NerimaKU,4,25,3,2500
NerimaKU,4,25,3,2500
NerimaKU,4,25,3,2500
NerimaKU,5,25,3,2500
NerimaKU,8,25,3,2500
NerimaKU,8,25,3,2500
NerimaKU,8,25,3,2500
NerimaKU,2,25,2,2500
NerimaKU,7,25,2,2500
NerimaKU,7,25,2,2500
NerimaKU,7,25,2,2500
NerimaKU,7,25,2,2500
NerimaKU,9,25,2,2500
NerimaKU,12,25,2,2500
ChuoKU,3,25,18,2400
ChuoKU,3,25,10,2400
ChuoKU,2,25,9,2400
ChuoKU,2,25,7,2400
NerimaKU,5,25,16,2400
NerimaKU,6,25,14,2400
NerimaKU,4,25,10,2400
NerimaKU,4,25,7,2400
NerimaKU,4,25,3,2400
NerimaKU,5,25,3,2400
NerimaKU,8,25,3,2400
NerimaKU,9,25,3,2400
ChuoKU,2,25,22,2300
ChuoKU,3,25,22,2300
ChuoKU,4,25,21,2300
ChuoKU,2,25,8,2300
ChuoKU,8,25,8,2300
NerimaKU,8,25,20,2300
NerimaKU,6,25,18,2300
NerimaKU,4,25,14,2300
NerimaKU,5,25,6,2300
NerimaKU,4,25,3,2300
ChuoKU,3,25,38,2200
ChuoKU,5,25,36,2200
ChuoKU,3,25,22,2200
ChuoKU,4,25,21,2200
ChuoKU,3,25,17,2200
ChuoKU,5,25,17,2200
NerimaKU,5,25,21,2200
NerimaKU,5,25,21,2200
NerimaKU,4,25,14,2200
NerimaKU,8,25,12,2200
NerimaKU,6,25,11,2200
NerimaKU,11,25,6,2200
NerimaKU,6,25,3,2200
ChuoKU,3,25,22,2100
ChuoKU,4,25,18,2100
ChuoKU,3,25,16,2100
ChuoKU,3,25,16,2100
NerimaKU,5,25,21,2100
NerimaKU,5,25,21,2100
NerimaKU,5,25,21,2100
NerimaKU,3,25,14,2100
NerimaKU,10,25,14,2100
NerimaKU,10,25,14,2100
NerimaKU,5,25,10,2100
NerimaKU,8,25,3,2100
ChuoKU,4,25,38,2000
ChuoKU,5,25,36,2000
ChuoKU,1,25,21,2000
NerimaKU,4,25,21,2000
NerimaKU,5,25,21,2000
NerimaKU,10,25,17,2000
NerimaKU,9,25,16,2000
NerimaKU,4,25,14,2000
NerimaKU,10,25,14,2000
NerimaKU,14,25,14,2000
NerimaKU,8,25,13,2000
NerimaKU,11,25,4,2000
ChuoKU,3,25,38,1900
ChuoKU,1,25,36,1800
ChuoKU,3,25,22,1800
NerimaKU,3,25,15,1800
NerimaKU,4,25,14,1800
NerimaKU,8,25,13,1800
ChuoKU,4,25,49,1700
ChuoKU,4,25,46,1700
ChuoKU,4,25,46,1700
ChuoKU,4,25,40,1700
ChuoKU,1,25,36,1700
NerimaKU,8,25,22,1700
NerimaKU,4,25,14,1700
ChuoKU,3,25,47,1600
ChuoKU,5,25,38,1600
NerimaKU,4,25,19,1600
NerimaKU,5,25,18,1600
NerimaKU,3,25,15,1600
ChuoKU,4,25,46,1500
NerimaKU,10,25,14,1500
NerimaKU,7,25,5,1500
ChuoKU,3,25,47,1400
ChuoKU,1,25,39,1400
ChuoKU,4,25,19,1400
NerimaKU,12,25,32,1400
NerimaKU,8,25,23,1400
ChuoKU,4,25,46,1300
ChuoKU,5,25,41,1300
ChuoKU,1,25,39,1300
ChuoKU,4,25,49,1200
ChuoKU,5,25,41,1200
NerimaKU,10,25,44,1200
ChuoKU,3,25,40,1100
NerimaKU,8,25,46,1100
NerimaKU,2,25,35,1100
NerimaKU,8,25,22,970
ChuoKU,3,25,47,910
NerimaKU,6,25,28,890
NerimaKU,3,25,34,840
ChuoKU,3,25,47,800
ChuoKU,1,25,37,800
ChuoKU,4,25,19,800
ChuoKU,4,25,40,770
NerimaKU,18,25,29,680
Hachioji,20,25,27,450
NerimaKU,2,25,31,350
ChuoKU,2,20,13,3700
ChuoKU,2,20,13,3600
ChuoKU,3,20,17,3100
ChuoKU,1,20,18,3000
ChuoKU,4,20,17,3000
ChuoKU,4,20,16,3000
NerimaKU,13,20,11,3000
ChuoKU,3,20,18,2900
ChuoKU,5,20,18,2900
ChuoKU,5,20,17,2900
ChuoKU,4,20,16,2900
ChuoKU,7,20,6,2900
ChuoKU,1,20,18,2800
ChuoKU,1,20,18,2800
ChuoKU,2,20,17,2800
ChuoKU,3,20,16,2800
ChuoKU,3,20,16,2800
ChuoKU,4,20,16,2800
ChuoKU,4,20,16,2800
ChuoKU,6,20,16,2800
ChuoKU,1,20,13,2800
ChuoKU,6,20,12,2800
ChuoKU,2,20,9,2800
ChuoKU,1,20,18,2700
ChuoKU,5,20,18,2700
ChuoKU,4,20,17,2700
ChuoKU,5,20,17,2700
ChuoKU,1,20,16,2700
ChuoKU,3,20,16,2700
ChuoKU,4,20,16,2700
ChuoKU,4,20,16,2700
ChuoKU,6,20,16,2700
ChuoKU,6,20,16,2700
ChuoKU,6,20,16,2700
ChuoKU,3,20,15,2700
ChuoKU,1,20,13,2700
ChuoKU,2,20,12,2700
ChuoKU,3,20,12,2700
ChuoKU,5,20,12,2700
NerimaKU,19,20,36,2700
NerimaKU,6,20,1,2700
ChuoKU,4,20,18,2600
ChuoKU,5,20,18,2600
ChuoKU,1,20,17,2600
ChuoKU,7,20,17,2600
ChuoKU,1,20,16,2600
ChuoKU,2,20,16,2600
ChuoKU,2,20,16,2600
ChuoKU,3,20,16,2600
ChuoKU,4,20,16,2600
ChuoKU,4,20,16,2600
ChuoKU,1,20,15,2600
ChuoKU,3,20,15,2600
ChuoKU,2,20,14,2600
ChuoKU,3,20,14,2600
ChuoKU,6,20,14,2600
ChuoKU,3,20,12,2600
ChuoKU,4,20,12,2600
ChuoKU,4,20,12,2600
NerimaKU,9,20,16,2600
ChuoKU,6,20,21,2500
ChuoKU,7,20,21,2500
ChuoKU,3,20,20,2500
ChuoKU,3,20,20,2500
ChuoKU,2,20,19,2500
ChuoKU,2,20,18,2500
ChuoKU,2,20,18,2500
ChuoKU,4,20,18,2500
ChuoKU,2,20,17,2500
ChuoKU,2,20,17,2500
ChuoKU,2,20,17,2500
ChuoKU,3,20,17,2500
ChuoKU,0,20,16,2500
ChuoKU,1,20,16,2500
ChuoKU,1,20,16,2500
ChuoKU,1,20,16,2500
ChuoKU,1,20,16,2500
ChuoKU,2,20,16,2500
ChuoKU,2,20,16,2500
ChuoKU,3,20,16,2500
ChuoKU,7,20,15,2500
ChuoKU,2,20,14,2500
ChuoKU,3,20,14,2500
ChuoKU,4,20,14,2500
ChuoKU,4,20,14,2500
ChuoKU,1,20,13,2500
ChuoKU,4,20,12,2500
ChuoKU,2,20,22,2400
ChuoKU,3,20,22,2400
ChuoKU,3,20,20,2400
ChuoKU,3,20,20,2400
ChuoKU,5,20,19,2400
ChuoKU,1,20,18,2400
ChuoKU,3,20,18,2400
ChuoKU,3,20,18,2400
ChuoKU,4,20,18,2400
ChuoKU,5,20,18,2400
ChuoKU,1,20,17,2400
ChuoKU,1,20,17,2400
ChuoKU,2,20,17,2400
ChuoKU,2,20,17,2400
ChuoKU,2,20,17,2400
ChuoKU,2,20,17,2400
ChuoKU,3,20,17,2400
ChuoKU,3,20,17,2400
ChuoKU,3,20,17,2400
ChuoKU,7,20,17,2400
ChuoKU,1,20,16,2400
ChuoKU,2,20,16,2400
ChuoKU,2,20,16,2400
ChuoKU,4,20,16,2400
ChuoKU,6,20,15,2400
ChuoKU,7,20,15,2400
ChuoKU,2,20,14,2400
ChuoKU,3,20,14,2400
ChuoKU,3,20,14,2400
NerimaKU,7,20,11,2400
NerimaKU,7,20,11,2400
NerimaKU,4,20,10,2400
NerimaKU,5,20,6,2400
NerimaKU,5,20,6,2400
ChuoKU,4,20,35,2300
ChuoKU,2,20,22,2300
ChuoKU,1,20,21,2300
ChuoKU,3,20,21,2300
ChuoKU,4,20,21,2300
ChuoKU,7,20,21,2300
ChuoKU,1,20,20,2300
ChuoKU,1,20,20,2300
ChuoKU,3,20,20,2300
ChuoKU,3,20,20,2300
ChuoKU,1,20,19,2300
ChuoKU,3,20,19,2300
ChuoKU,3,20,19,2300
ChuoKU,4,20,19,2300
ChuoKU,4,20,19,2300
ChuoKU,6,20,19,2300
ChuoKU,1,20,18,2300
ChuoKU,2,20,18,2300
ChuoKU,2,20,18,2300
ChuoKU,2,20,18,2300
ChuoKU,3,20,18,2300
ChuoKU,3,20,18,2300
ChuoKU,4,20,18,2300
ChuoKU,5,20,18,2300
ChuoKU,3,20,17,2300
ChuoKU,3,20,17,2300
ChuoKU,3,20,17,2300
ChuoKU,0,20,16,2300
ChuoKU,1,20,16,2300
ChuoKU,2,20,16,2300
ChuoKU,2,20,16,2300
ChuoKU,3,20,16,2300
ChuoKU,6,20,16,2300
ChuoKU,2,20,15,2300
ChuoKU,3,20,15,2300
ChuoKU,3,20,15,2300
ChuoKU,3,20,15,2300
ChuoKU,3,20,15,2300
ChuoKU,3,20,15,2300
ChuoKU,4,20,15,2300
ChuoKU,2,20,14,2300
ChuoKU,2,20,14,2300
ChuoKU,4,20,14,2300
ChuoKU,5,20,13,2300
ChuoKU,3,20,12,2300
NerimaKU,4,20,11,2300
NerimaKU,4,20,11,2300
NerimaKU,7,20,11,2300
NerimaKU,13,20,11,2300
NerimaKU,1,20,10,2300
NerimaKU,4,20,10,2300
NerimaKU,5,20,10,2300
NerimaKU,11,20,10,2300
NerimaKU,9,20,8,2300
NerimaKU,9,20,8,2300
NerimaKU,9,20,8,2300
NerimaKU,9,20,8,2300
NerimaKU,7,20,1,2300
ChuoKU,2,20,22,2200
ChuoKU,2,20,22,2200
ChuoKU,3,20,21,2200
ChuoKU,2,20,20,2200
ChuoKU,3,20,20,2200
ChuoKU,5,20,20,2200
ChuoKU,3,20,19,2200
ChuoKU,3,20,19,2200
ChuoKU,3,20,19,2200
ChuoKU,4,20,19,2200
ChuoKU,7,20,19,2200
ChuoKU,1,20,18,2200
ChuoKU,1,20,18,2200
ChuoKU,2,20,18,2200
ChuoKU,2,20,18,2200
ChuoKU,3,20,18,2200
ChuoKU,3,20,18,2200
ChuoKU,3,20,18,2200
ChuoKU,3,20,18,2200
ChuoKU,4,20,18,2200
ChuoKU,4,20,18,2200
ChuoKU,6,20,18,2200
ChuoKU,1,20,17,2200
ChuoKU,4,20,17,2200
ChuoKU,7,20,17,2200
ChuoKU,0,20,16,2200
ChuoKU,1,20,16,2200
ChuoKU,1,20,16,2200
ChuoKU,3,20,16,2200
ChuoKU,3,20,16,2200
ChuoKU,3,20,16,2200
ChuoKU,3,20,16,2200
ChuoKU,3,20,16,2200
ChuoKU,1,20,15,2200
ChuoKU,2,20,14,2200
ChuoKU,4,20,14,2200
ChuoKU,4,20,14,2200
ChuoKU,7,20,14,2200
ChuoKU,5,20,13,2200
Hachioji,8,20,3,2200
Hachioji,8,20,3,2200
Hachioji,9,20,3,2200
Hachioji,9,20,3,2200
Hachioji,10,20,3,2200
Hachioji,6,20,2,2200
NerimaKU,3,20,15,2200
NerimaKU,13,20,15,2200
NerimaKU,3,20,14,2200
NerimaKU,4,20,14,2200
NerimaKU,5,20,13,2200
NerimaKU,6,20,12,2200
NerimaKU,4,20,11,2200
NerimaKU,5,20,11,2200
NerimaKU,4,20,10,2200
NerimaKU,3,20,9,2200
NerimaKU,7,20,9,2200
NerimaKU,9,20,8,2200
NerimaKU,9,20,8,2200
NerimaKU,9,20,8,2200
NerimaKU,10,20,8,2200
ChuoKU,4,20,21,2100
ChuoKU,3,20,20,2100
ChuoKU,3,20,19,2100
ChuoKU,2,20,18,2100
ChuoKU,3,20,18,2100
ChuoKU,3,20,18,2100
ChuoKU,4,20,18,2100
ChuoKU,4,20,18,2100
ChuoKU,5,20,18,2100
ChuoKU,2,20,17,2100
ChuoKU,3,20,17,2100
ChuoKU,3,20,17,2100
ChuoKU,5,20,17,2100
ChuoKU,1,20,16,2100
ChuoKU,1,20,16,2100
ChuoKU,2,20,16,2100
ChuoKU,2,20,16,2100
ChuoKU,3,20,16,2100
ChuoKU,3,20,16,2100
ChuoKU,3,20,16,2100
ChuoKU,3,20,16,2100
ChuoKU,2,20,15,2100
ChuoKU,6,20,15,2100
ChuoKU,7,20,15,2100
ChuoKU,3,20,14,2100
ChuoKU,5,20,14,2100
ChuoKU,6,20,14,2100
Hachioji,9,20,3,2100
Hachioji,10,20,3,2100
Hachioji,6,20,2,2100
Hachioji,8,20,2,2100
NerimaKU,9,20,19,2100
NerimaKU,3,20,18,2100
NerimaKU,8,20,18,2100
NerimaKU,8,20,18,2100
NerimaKU,2,20,14,2100
NerimaKU,2,20,14,2100
NerimaKU,4,20,14,2100
NerimaKU,4,20,14,2100
NerimaKU,14,20,14,2100
NerimaKU,3,20,13,2100
NerimaKU,9,20,13,2100
NerimaKU,4,20,12,2100
NerimaKU,8,20,12,2100
NerimaKU,8,20,12,2100
NerimaKU,9,20,12,2100
NerimaKU,9,20,12,2100
NerimaKU,9,20,12,2100
NerimaKU,9,20,12,2100
NerimaKU,9,20,12,2100
NerimaKU,3,20,11,2100
NerimaKU,5,20,11,2100
NerimaKU,7,20,11,2100
NerimaKU,9,20,11,2100
NerimaKU,7,20,10,2100
NerimaKU,7,20,10,2100
NerimaKU,10,20,10,2100
NerimaKU,11,20,10,2100
NerimaKU,1,20,9,2100
NerimaKU,3,20,9,2100
NerimaKU,7,20,9,2100
NerimaKU,9,20,9,2100
NerimaKU,9,20,8,2100
NerimaKU,10,20,8,2100
NerimaKU,3,20,6,2100
ChuoKU,0,20,35,2000
ChuoKU,2,20,21,2000
ChuoKU,4,20,21,2000
ChuoKU,1,20,19,2000
ChuoKU,3,20,19,2000
ChuoKU,3,20,19,2000
ChuoKU,3,20,19,2000
ChuoKU,3,20,19,2000
ChuoKU,1,20,18,2000
ChuoKU,1,20,18,2000
ChuoKU,2,20,18,2000
ChuoKU,3,20,18,2000
ChuoKU,3,20,18,2000
